ID_Cliente;Nombre_cliente;CEF;CLUB 200;CLUB CAMPESTRE;CSDE;CUR;F;FUERA DE SEDE;SEDE 95;VIRTUAL;ASAMBLEAS;CAPACITACIONES;CONGRESOS;CONVENCIONES;CULTURALES;FERIAS;FIESTAS Y CELEBRACIONES;LANZAMIENTOS;OTRO;RECREATIVOS;REUNIONES;SEMINARIOS;SOCIALES;Total Eventos
8000622;Tipo_D_6;0;73668548;0;1039291;0;0;1983492573;16536463;0;0;8727246;0;0;0;0;1105683094;0;0;906742844;53583691;0;0;2074736875
8001217;Tipo_P_1654;0;0;0;1800000;0;0;0;788248,8;0;0;788248,8;0;0;0;0;0;0;0;0;1800000;0;0;2588248,8
8001928;Tipo_P_1443;0;0;0;2852157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2852157;0;0;2852157
8005183;Tipo_P_2094;0;0;0;0;0;0;1320000;0;0;0;0;0;0;0;0;0;0;0;0;1320000;0;0;1320000
8007068;Tipo_PN_34444;0;0;0;1680000;0;0;0;0;0;0;1680000;0;0;0;0;0;0;0;0;0;0;0;1680000
8007088;Tipo_PN_34299;0;0;2468530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2468530;2468530
8007156;Tipo_P_2838;0;0;2974040,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2974040,96;0;0;0;2974040,96
8007591;Tipo_P_391;0;0;0;540000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540000;0;0;540000
8008386;Tipo_P_64571;0;0;0;0;0;0;0;3108000;0;0;0;0;0;0;0;0;0;0;0;3108000;0;0;3108000
8009135;Tipo_P_428;0;0;0;0;0;0;2554694;0;0;0;0;0;0;0;0;0;0;0;2554694;0;0;0;2554694
8009312;Tipo_PN_34435;0;0;3750716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3750716;3750716
8011341;Tipo_P_981;0;0;0;891944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891944;0;0;0;891944
8011366;Tipo_P_1778;0;0;0;2424420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2424420;0;0;2424420
8013984;Tipo_PN_34329;305100;0;0;0;0;0;0;0;0;0;0;0;0;305100;0;0;0;0;0;0;0;0;305100
8014017;Tipo_P_989;0;0;0;860287,12;0;0;0;0;0;0;256787,12;0;0;0;0;0;0;0;0;603500;0;0;860287,12
8014065;Tipo_P_1480;0;2581753;0;0;0;0;0;0;0;0;0;0;0;0;0;2581753;0;0;0;0;0;0;2581753
8015760;Tipo_P_1947;0;0;0;0;0;0;2310000;0;0;0;0;0;0;0;0;0;0;0;2310000;0;0;0;2310000
8016315;Tipo_P_822;0;0;0;2973194;0;1306320;583775;0;0;0;0;0;0;0;0;0;0;0;1571245;3292044;0;0;4863289
8016595;Tipo_P_699;0;0;0;0;0;0;21271476;0;0;0;0;0;0;0;0;3505650;0;0;1605375;16160451;0;0;21271476
8017986;Tipo_P_64646;0;0;0;13491596;0;0;0;0;0;0;0;0;0;0;0;7406050;0;0;0;6085546;0;0;13491596
8018668;Tipo_P_690;0;-87955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-87955;0;0;-87955
8019942;Tipo_PN_34361;0;0;425002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425002;425002
8020080;Tipo_P_297;0;7601129;1489412;83845966;0;0;29631304;2420292;0;0;0;0;0;0;0;64314264;0;0;0;60673839;0;0;124988103
8020378;Tipo_P_64616;0;0;0;960000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;960000;0;0;960000
8022268;Tipo_P_4417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700000;-700000;0;0;0;0;0;0;0
8023263;Tipo_PN_34079;0;2569710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2569710;2569710
8023295;Tipo_PN_45;0;0;0;0;0;0;734748;0;0;0;0;0;0;0;0;734748;0;0;0;0;0;0;734748
8025130;Tipo_P_1115;0;0;0;0;0;0;826287;0;0;0;0;0;0;0;0;0;0;0;0;826287;0;0;826287
8026239;Tipo_P_1508;0;0;6252118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6252118;0;0;6252118
8026574;Tipo_P_64810;0;1398858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1398858;0;0;0;1398858
8028053;Tipo_PN_44;0;206727;0;0;0;0;0;0;0;0;0;0;0;0;0;206727;0;0;0;0;0;0;206727
8029711;Tipo_PN_34405;0;0;0;10039719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10039719;0;0;10039719
8030058;Tipo_P_2830;0;0;0;3117334;0;0;0;0;0;0;0;0;0;0;0;3117334;0;0;0;0;0;0;3117334
8030458;Tipo_P_1045;0;0;0;0;0;0;318780;0;0;0;0;0;0;0;0;0;0;0;0;318780;0;0;318780
8033026;Tipo_P_80;0;0;0;460444;0;0;7530588;0;0;0;460444;0;0;0;0;0;0;0;3784181;3746407;0;0;7991032
8033294;Tipo_P_64765;0;0;0;0;0;0;550000;0;0;0;0;0;0;0;0;0;0;0;0;550000;0;0;550000
8033883;Tipo_P_669;0;0;0;8345686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8345686;0;0;8345686
8033916;Tipo_N_40;0;10516558;25738368;9994982;0;0;274945206;0;0;0;4564860;0;0;0;0;48223301;0;0;41206840;227200113;0;0;321195114
8034620;Tipo_PN_34470;0;719909,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;719909,11;719909,11
8034858;Tipo_P_324;0;0;0;2863307;0;0;27182876;0;0;0;0;0;0;0;0;1805996;0;0;23164381;5075806;0;0;30046183
8035218;Tipo_PN_34249;0;1130564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130564;1130564
8036049;Tipo_P_883;0;0;0;0;0;0;5293637;0;1749000;0;0;0;0;0;0;1843875;0;0;4844065;354697;0;0;7042637
8036348;Tipo_PN_34189;0;0;0;0;0;0;272000;0;0;0;0;0;0;272000;0;0;0;0;0;0;0;0;272000
8036383;Tipo_PN_34188;0;0;329392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329392;329392
8037168;Tipo_P_1957;0;0;0;0;0;0;2225550;0;0;0;0;0;0;0;0;2225550;0;0;0;0;0;0;2225550
8038927;Tipo_P_1907;0;0;0;845519;0;0;0;0;0;0;0;0;0;0;0;845519;0;0;0;0;0;0;845519
8039135;Tipo_P_64853;0;0;15000072;6199367;0;0;3042840;0;0;0;0;0;0;0;4293415;0;0;0;15000072;4948792;0;0;24242279
8039492;Tipo_P_902;0;588800;0;0;0;0;0;2042040;0;0;1950160;0;0;0;0;0;0;0;0;680680;0;0;2630840
8041027;Tipo_P_97;0;0;0;2862405;0;0;0;0;0;0;0;0;0;0;0;2862405;0;0;0;0;0;0;2862405
8041867;Tipo_P_2316;0;0;0;0;0;0;0;250588;0;0;0;0;0;0;0;0;0;0;0;250588;0;0;250588
8045420;Tipo_P_1426;0;0;0;9092689;0;0;0;960000;0;0;0;0;0;0;0;0;0;0;0;9092689;960000;0;10052689
8046928;Tipo_P_778;0;0;1520159;2047200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3567359;0;0;3567359
8047994;Tipo_P_1981;0;0;0;1556100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1556100;0;0;0;1556100
8048072;Tipo_P_1365;0;0;0;2817815;0;0;0;0;0;441092;0;0;0;0;0;0;0;0;0;2376723;0;0;2817815
8048578;Tipo_P_64607;0;0;0;0;0;0;227795;0;0;0;0;0;0;0;0;0;0;0;0;227795;0;0;227795
8049181;Tipo_P_64817;0;0;0;38885697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38885697;0;0;38885697
8049305;Tipo_PN_34378;0;0;0;0;0;0;82400;0;0;0;0;0;0;82400;0;0;0;0;0;0;0;0;82400
8049613;Tipo_P_1468;0;0;0;9571145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9571145;0;0;9571145
8050865;Tipo_P_1108;0;0;0;0;0;0;259250;0;0;0;0;0;0;0;0;0;0;0;0;259250;0;0;259250
8051457;Tipo_P_1583;0;0;0;0;0;0;7517288;0;0;0;0;0;0;0;0;2752026;0;0;3399062;1366200;0;0;7517288
8052175;Tipo_N_81;0;0;6432454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5323378;1109076;0;0;6432454
8053552;Tipo_PN_12;0;6411602;0;0;0;0;0;0;0;0;0;0;0;0;0;6411602;0;0;0;0;0;0;6411602
8054899;Tipo_P_18;0;0;0;7100278;0;0;84526860;0;0;0;0;0;0;0;6969420;69694200;0;0;22534132;-7570614;0;0;91627138
8056355;Tipo_P_857;0;0;0;0;0;0;0;1707160;0;0;0;0;0;0;0;0;0;0;0;1707160;0;0;1707160
8057280;Tipo_P_1117;0;0;0;291200;0;0;550000;0;0;0;0;0;0;0;0;0;0;0;291200;550000;0;0;841200
8057542;Tipo_P_2065;0;0;0;412390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412390;0;0;0;412390
8058097;Tipo_P_802;0;0;0;0;0;0;5423593;0;0;0;0;0;0;0;0;0;0;0;3798508;1625085;0;0;5423593
8058601;Tipo_P_1911;0;0;0;1631597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1631597;0;0;1631597
8058748;Tipo_PN_34198;0;0;0;549580;0;0;0;0;0;0;0;0;0;0;0;549580;0;0;0;0;0;0;549580
8058786;Tipo_P_64461;0;0;0;4066884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4066884;0;0;4066884
8059627;Tipo_P_112;0;2998452;6868400;108783547;0;0;0;0;15338100;0;17407664;0;0;0;0;0;0;0;6674984;109905851;0;0;133988499
8060115;Tipo_P_2810;0;0;0;0;0;0;4107304;0;0;0;0;0;0;0;0;0;0;0;4107304;0;0;0;4107304
8060588;Tipo_P_1530;0;0;4760149,7;0;0;0;0;0;0;0;0;0;0;0;0;4760149,7;0;0;0;0;0;0;4760149,7
8060604;Tipo_P_1356;0;0;0;0;0;0;3504438;0;26418510;0;0;0;0;0;0;26418510;0;0;3504438;0;0;0;29922948
8060706;Tipo_P_658;0;0;0;9402382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9402382;0;9402382
8060965;Tipo_P_1410;0;0;0;0;0;0;1146684;0;0;0;0;0;0;0;0;0;0;0;1042440;104244;0;0;1146684
8061440;Tipo_P_64559;0;0;10332501;0;0;0;0;0;0;0;0;0;0;0;0;4908068;0;0;0;5424433;0;0;10332501
8061459;Tipo_P_57;0;0;21933533;6184917;0;0;0;2381850;0;0;0;0;0;0;0;28118450;0;0;0;2381850;0;0;30500300
8061489;Tipo_PN_34094;0;0;0;1634182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1634182;0;0;0;1634182
8063464;Tipo_PN_17;0;0;3628541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3628541;3628541
8064699;Tipo_P_3009;0;0;0;0;0;0;924965;0;0;0;0;0;0;0;0;0;0;0;924965;0;0;0;924965
8066872;Tipo_P_1360;0;0;0;0;0;0;38871038;690000;4131220;0;0;0;0;0;0;37862305;0;0;5139953;690000;0;0;43692258
8070367;Tipo_P_2396;0;0;0;0;0;0;129082;0;0;0;0;0;0;0;0;0;0;0;0;129082;0;0;129082
8073841;Tipo_P_1834;0;0;0;1980881;0;0;0;0;0;0;1980881;0;0;0;0;0;0;0;0;0;0;0;1980881
8074884;Tipo_PN_34278;0;0;0;5404368;0;0;0;0;0;5404368;0;0;0;0;0;0;0;0;0;0;0;0;5404368
8075200;Tipo_P_1736;0;0;0;1621499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1621499;0;0;1621499
8077210;Tipo_PN_34281;0;0;0;943380;0;0;0;0;0;0;0;0;0;0;0;943380;0;0;0;0;0;0;943380
8077343;Tipo_PN_89;0;446180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446180;0;0;446180
8077401;Tipo_P_2166;0;0;0;727040;0;0;0;0;0;0;727040;0;0;0;0;0;0;0;0;0;0;0;727040
8078798;Tipo_PN_34124;0;0;0;0;0;0;2912185;0;0;0;0;0;0;0;0;2912185;0;0;0;0;0;0;2912185
8080512;Tipo_P_881;0;0;0;0;0;0;167360;4447862;0;0;0;0;0;0;0;4447862;0;0;0;167360;0;0;4615222
8081316;Tipo_P_2106;0;0;0;535607;0;0;0;0;0;0;0;0;0;0;0;0;535607;0;0;0;0;0;535607
8083319;Tipo_PN_71;0;0;0;3906218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3906218;0;0;3906218
8083499;Tipo_P_224;0;0;0;0;0;0;12217673;0;0;0;0;0;0;0;0;12217673;0;0;0;0;0;0;12217673
8084165;Tipo_P_2171;0;0;0;607880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607880;0;0;607880
8084828;Tipo_PN_34462;0;0;0;6209739;0;0;0;0;0;0;6209739;0;0;0;0;0;0;0;0;0;0;0;6209739
8085759;Tipo_P_3036;0;0;0;0;0;0;917763;0;0;0;0;0;0;0;0;0;0;0;0;917763;0;0;917763
8087477;Tipo_P_707;0;0;0;8443345;0;0;0;0;0;0;8443345;0;0;0;0;0;0;0;0;0;0;0;8443345
8088338;Tipo_PN_34420;0;1546138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1546138;1546138
8088851;Tipo_PN_34469;0;0;1673730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1673730;1673730
8090473;Tipo_P_64496;0;0;0;385546;0;0;0;0;0;385546;0;0;0;0;0;0;0;0;0;0;0;0;385546
8090763;Tipo_P_314;0;0;0;21874634;0;0;0;0;0;0;0;0;0;0;0;7124510;0;0;0;14750124;0;0;21874634
8092357;Tipo_PN_86;0;0;0;1730890;0;0;0;0;0;0;0;0;0;0;0;1730890;0;0;0;0;0;0;1730890
8095786;Tipo_P_64720;0;0;0;0;0;0;0;733824;0;0;0;0;0;0;0;0;0;0;0;733824;0;0;733824
8096342;Tipo_P_1636;0;0;0;607880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607880;0;0;607880
8096347;Tipo_P_648;0;0;3222859;11767747;0;0;23019825;0;0;0;0;0;0;0;0;8686338;0;0;11337825;17986268;0;0;38010431
8097072;Tipo_P_64967;0;0;0;825000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;825000;0;0;825000
8097230;Tipo_PN_34185;0;1570001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1570001;1570001
8098691;Tipo_N_38;0;0;0;7022858;0;0;346518264;0;0;0;0;0;0;0;0;17997829;0;0;235544421;99998872;0;0;353541122
8099049;Tipo_P_1058;0;0;0;0;0;0;622020;0;0;0;0;0;0;0;0;0;0;0;0;622020;0;0;622020
8102799;Tipo_P_2212;0;0;0;0;0;0;550000;0;0;0;0;0;0;0;0;0;0;0;0;550000;0;0;550000
8102804;Tipo_PN_34162;0;0;0;464376;0;-928752;0;0;0;0;-464376;0;0;0;0;0;0;0;0;0;0;0;-464376
8102953;Tipo_P_1755;0;0;0;0;0;0;3871230;0;0;0;0;0;0;0;0;0;0;0;0;3871230;0;0;3871230
8104057;Tipo_PN_34224;0;0;265167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265167;265167
8104134;Tipo_PN_34135;0;0;458528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458528;0;0;458528
8105492;Tipo_P_134;0;0;0;42284636;0;0;15760684;9030251;0;17240468;8444272;0;0;0;0;4969575;0;0;7345799;29075457;0;0;67075571
8105782;Tipo_PN_34210;0;4165540;0;0;0;0;0;0;0;0;0;0;0;615200;0;0;0;0;0;0;0;3550340;4165540
8105811;Tipo_P_1984;0;0;0;757482,31;0;0;0;0;0;0;757482,31;0;0;0;0;0;0;0;0;0;0;0;757482,31
8108295;Tipo_P_64923;0;0;0;0;0;0;0;448992;0;0;448992;0;0;0;0;0;0;0;0;0;0;0;448992
8109322;Tipo_P_1823;0;0;512400;0;0;0;0;922200;0;0;0;0;0;0;0;0;0;0;0;1434600;0;0;1434600
8110332;Tipo_P_2020;0;0;0;831200;0;0;0;0;0;0;0;0;0;0;0;540000;0;0;0;291200;0;0;831200
8112028;Tipo_PN_34209;0;0;0;0;0;0;0;2054790;0;0;0;0;0;0;0;960000;0;0;0;1094790;0;0;2054790
8112306;Tipo_P_64855;0;2449818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2449818;0;2449818
8115493;Tipo_P_788;0;0;0;0;0;0;550000;0;0;0;0;0;0;0;0;0;0;0;0;550000;0;0;550000
8115862;Tipo_P_1431;0;8745641;0;0;0;0;0;0;0;0;0;0;0;0;0;8745641;0;0;0;0;0;0;8745641
8117055;Tipo_P_1351;0;0;0;1811847;0;0;0;2423099;0;0;3434890;0;0;0;0;0;0;0;0;800056;0;0;4234946
8118212;Tipo_P_1706;0;0;0;1842689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842689;0;0;1842689
8119714;Tipo_P_1498;0;0;0;0;0;0;2424503;0;0;0;0;0;0;0;0;0;0;0;2424503;0;0;0;2424503
8120131;Tipo_P_338;0;0;0;5844792;0;0;17278500;0;0;0;0;0;0;0;0;0;0;0;10035858;13087434;0;0;23123292
8120632;Tipo_P_1359;0;0;0;40092072;0;0;0;0;0;0;9664453;0;0;0;0;0;0;0;0;30427619;0;0;40092072
8121334;Tipo_P_125;0;0;0;1732500;0;0;406013914;0;0;0;0;0;0;0;0;0;0;0;17384038;390362376;0;0;407746414
8121712;Tipo_P_1789;0;0;0;2661083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2661083;0;0;2661083
8122456;Tipo_P_3123;0;0;0;550000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550000;0;0;550000
8123627;Tipo_P_1568;0;0;0;3105504;0;0;0;0;0;0;0;0;0;0;0;3105504;0;0;0;0;0;0;3105504
8124331;Tipo_P_454;0;0;0;0;0;0;481187;0;0;0;0;0;0;0;0;0;0;0;481187;0;0;0;481187
8125136;Tipo_P_1027;0;0;992528;0;0;0;0;0;0;0;992528;0;0;0;0;0;0;0;0;0;0;0;992528
8125525;Tipo_P_1794;0;1855834;0;0;0;0;550000;0;0;0;0;0;0;0;0;2405834;0;0;0;0;0;0;2405834
8125956;Tipo_P_1853;0;0;400160;680680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1080840;0;0;1080840
8126609;Tipo_P_64917;0;0;569069,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569069,54;0;0;569069,54
8127312;Tipo_PN_34137;0;167384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167384;167384
8128076;Tipo_P_64642;0;0;0;561848;0;0;0;0;0;0;561848;0;0;0;0;0;0;0;0;0;0;0;561848
8128364;Tipo_PN_34102;0;0;326302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326302;326302
8129262;Tipo_P_1331;0;0;0;99024102;0;0;0;0;0;0;0;0;24246096;0;74507206;0;0;0;0;270800;0;0;99024102
8136155;Tipo_P_1608;0;0;0;0;0;0;0;0;5720217;0;0;0;0;0;0;0;0;0;0;5720217;0;0;5720217
8136322;Tipo_P_1478;300000;0;0;6957394;0;0;2976080;0;0;0;741092;0;0;0;0;0;0;0;2976080;6516302;0;0;10233474
8136607;Tipo_P_64914;0;0;0;0;0;0;0;952952;0;0;0;0;0;0;0;0;0;0;0;952952;0;0;952952
8136626;Tipo_PN_34446;0;776890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;776890;0;0;776890
8137414;Tipo_P_149;0;0;0;9660083;0;0;29441430;0;88000;0;0;0;0;0;52500;8783357;0;0;16093185;14260471;0;0;39189513
8137946;Tipo_P_1888;0;0;0;0;0;0;2700380;0;0;0;0;0;0;0;0;0;0;0;415790;2284590;0;0;2700380
8138614;Tipo_P_399;0;0;0;1000000;0;0;6164881;0;4090035;0;0;0;0;0;0;1283469;0;0;8950847;1020600;0;0;11254916
8140139;Tipo_P_1731;0;0;0;1883061;0;0;232500;0;0;0;0;0;0;0;0;2115561;0;0;0;0;0;0;2115561
8140474;Tipo_PN_34142;0;0;0;0;0;0;0;1094790;0;0;0;0;0;0;0;1094790;0;0;0;0;0;0;1094790
8141053;Tipo_P_358;0;0;0;3123613;0;0;22677382;0;0;0;2163613;0;0;0;0;22677382;0;0;0;960000;0;0;25800995
8141215;Tipo_P_329;0;0;0;0;0;0;44666204;0;0;0;0;0;0;0;604395;44061809;0;0;0;0;0;0;44666204
8143691;Tipo_PN_34421;0;0;758896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;758896;758896
8144205;Tipo_P_630;0;0;2266193;0;0;0;2221560;251933;0;0;0;0;0;0;0;2266193;0;0;2221560;251933;0;0;4739686
8144501;Tipo_PN_34192;0;551680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;551680;0;0;551680
8145669;Tipo_P_1623;0;0;0;1037647;0;0;3467928;0;0;1037647;0;0;3467928;0;0;0;0;0;0;0;0;0;4505575
8147187;Tipo_P_64749;0;0;0;0;0;0;26590917;0;0;0;0;0;0;0;0;18396639;0;0;0;8194278;0;0;26590917
8147711;Tipo_D_24;0;0;0;0;0;0;95640435;0;0;0;0;0;0;0;0;8097380;0;0;12304848;75238207;0;0;95640435
8149261;Tipo_P_8;0;461160;0;196393491;0;0;260590892;11044553;5631451;0;16143042;0;0;0;0;177957768;1601600;0;6879463;271539674;0;0;474121547
8149334;Tipo_P_64338;0;0;0;826453;0;0;0;0;0;0;32653;0;0;0;0;0;0;0;0;793800;0;0;826453
8150009;Tipo_P_2032;0;-327194;0;0;0;0;0;0;0;0;0;0;0;0;0;480520;0;0;0;-807714;0;0;-327194
8150323;Tipo_P_2231;0;360144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360144;0;0;360144
8150439;Tipo_P_1592;0;0;0;0;0;0;3545593;0;0;0;0;0;0;0;0;3545593;0;0;0;0;0;0;3545593
8151214;Tipo_P_1447;0;0;0;0;0;0;0;8145800;0;0;0;0;0;0;0;0;0;0;0;8145800;0;0;8145800
8151250;Tipo_P_64484;0;0;0;0;0;0;1200000;0;0;0;0;0;0;0;0;0;0;0;0;1200000;0;0;1200000
8151943;Tipo_P_64332;0;0;0;-1605164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1605164;0;0;-1605164
8152577;Tipo_PN_34347;0;165182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165182;165182
8153820;Tipo_P_64451;0;0;0;52536379;0;0;0;0;0;0;0;0;51900219;0;0;0;0;0;0;636160;0;0;52536379
8154340;Tipo_P_64896;0;0;0;0;0;0;14348629;0;0;0;5853380;0;0;0;0;0;0;0;8495249;0;0;0;14348629
8154522;Tipo_P_410;0;0;0;280924;0;0;2228058;0;0;0;0;0;0;0;0;0;0;0;0;2508982;0;0;2508982
8155861;Tipo_P_61;0;0;0;0;0;0;64805956;1704800;0;0;0;0;0;0;0;0;0;0;0;66510756;0;0;66510756
8156059;Tipo_P_3217;0;0;0;0;0;0;164114;0;0;0;0;0;0;0;0;0;0;0;164114;0;0;0;164114
8156141;Tipo_P_747;0;0;3249908;710000;0;0;0;1491501;0;0;0;0;0;0;0;0;0;0;0;5451409;0;0;5451409
8156707;Tipo_P_3163;0;0;0;0;0;0;358628;0;0;0;0;0;0;0;0;0;0;0;0;358628;0;0;358628
8158107;Tipo_P_64956;0;0;0;0;0;0;0;2149184;0;0;2149184;0;0;0;0;0;0;0;0;0;0;0;2149184
8159883;Tipo_PN_34442;0;0;0;0;0;0;425000;0;0;0;0;0;0;425000;0;0;0;0;0;0;0;0;425000
8161401;Tipo_P_300;0;0;5554647;0;0;0;187256017;0;0;0;0;0;0;0;0;97572157;0;0;27812765;67425742;0;0;192810664
8162018;Tipo_PN_34384;0;5501161;0;0;0;0;0;0;0;0;0;0;0;0;0;687360;0;0;0;0;0;4813801;5501161
8162355;Tipo_P_1333;0;0;0;1183190;0;0;117693544;0;0;0;0;0;73563041;0;0;1183190;0;0;2530433;41600070;0;0;118876734
8162549;Tipo_P_2004;0;0;0;0;0;0;1845617;0;0;0;0;0;0;0;0;0;0;0;1845617;0;0;0;1845617
8162665;Tipo_P_1427;0;0;0;4327226;0;0;0;0;0;0;0;0;0;0;0;4327226;0;0;0;0;0;0;4327226
8163888;Tipo_P_851;0;0;0;1110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1110000;0;0;1110000
8164549;Tipo_P_2900;0;0;0;0;0;0;1931725;0;0;0;0;0;0;0;0;0;0;0;0;1931725;0;0;1931725
8165124;Tipo_P_2347;0;0;0;0;0;0;354210;0;0;0;0;0;0;147000;0;0;0;0;0;207210;0;0;354210
8166508;Tipo_P_1540;0;0;0;0;0;0;0;7813203,05;0;0;750756;0;0;0;0;0;0;0;0;7062447,05;0;0;7813203,05
8166526;Tipo_P_231;0;0;0;2684853;0;0;168630;0;0;0;2684853;0;0;0;0;0;0;0;0;168630;0;0;2853483
8167395;Tipo_N_10;35751541;0;6755204;16466999,09;0;0;1557061456;7529125;0;0;3989577;0;0;40238376;16041947;430502822,1;0;0;274719896;858071707;0;0;1623564325
8167482;Tipo_P_2014;0;0;1774330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1774330;0;0;0;1774330
8167712;Tipo_P_64952;0;21319803;16441887;603949;0;0;95723044;0;0;0;38365639;0;0;0;0;0;0;0;5746800;89976244;0;0;134088683
8169211;Tipo_P_64341;0;0;0;355970,7;0;0;0;0;0;0;355970,7;0;0;0;0;0;0;0;0;0;0;0;355970,7
8170802;Tipo_PN_34482;0;0;1005744,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1005744,47;1005744,47
8172310;Tipo_P_150;0;855556;0;11274921;0;0;22610409;3078600;7979497;0;7370248;0;0;0;0;1000000;0;0;18815387;18613348;0;0;45798983
8172992;Tipo_P_64371;0;0;0;1877704;0;0;0;0;0;0;612612;0;0;0;0;0;0;0;0;1265092;0;0;1877704
8173297;Tipo_P_2862;0;0;0;2543469;0;0;0;0;0;0;0;0;0;0;0;2543469;0;0;0;0;0;0;2543469
8174599;Tipo_P_64;0;0;0;1971866;0;0;21361811;0;0;0;0;0;0;0;0;0;0;0;714832;22618845;0;0;23333677
8175370;Tipo_P_831;0;0;0;582400;0;0;3989098;0;0;0;582400;0;0;0;0;0;0;0;1829323;2159775;0;0;4571498
8175754;Tipo_P_64965;0;0;0;815360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;815360;0;0;815360
8176660;Tipo_PN_34476;0;0;0;429500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49500;0;380000;429500
8176736;Tipo_P_1740;0;0;0;135450;0;0;0;0;0;0;0;0;135450;0;0;0;0;0;0;0;0;0;135450
8176986;Tipo_PN_34253;0;0;0;0;0;0;68000;0;0;0;0;0;0;68000;0;0;0;0;0;0;0;0;68000
8177226;Tipo_P_969;0;0;0;0;0;0;2910340;0;0;0;0;0;0;0;0;0;0;0;2910340;0;0;0;2910340
8177583;Tipo_P_638;25037055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25037055;0;0;0;0;0;0;25037055
8177997;Tipo_P_64951;0;0;0;0;0;0;2830071;0;0;0;0;0;0;0;0;0;0;0;0;2830071;0;0;2830071
8178725;Tipo_P_1721;0;0;0;3009052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3009052;0;0;3009052
